,Trail_name,Difficulty,Average_rating,number_of_reviews,Length (in km),Tags,Est_time,latitude,longitude,current_temperature,current_windspeed,current_winddirection,current_weather_code,City,State,Country,Best_Season,tags_list
239,Avchitgad Fort Trail,Moderate,5.0,4,5.3,"hiking, kid friendly, partially paved, forest, lake, views, wildflowers, wildlife, historic site, rocky, no shade",238.80727808062974,18.44658,73.1238722,24.4,7.2,232.56410256410257,3.0,Roha,Maharashtra,India,October - February,"['no shade', 'rocky', 'kid friendly', 'forest', 'partially paved', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
240,Anjaneri,Hard,4.3,4,5.5,"bird watching, hiking, walking, cave, forest, lake, views, wildflowers, wildlife, scramble, fee, rocky",238.80727808062974,19.9353864,73.5301768,24.4,7.2,232.56410256410257,3.0,Trimbak,Maharashtra,India,October - February,"['bird watching', 'wildlife', 'scramble', 'rocky', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'cave', 'views', 'fee']"
241,Peacock Hill Trail,Moderate,4.0,6,3.1,"bird watching, hiking, forest, views, wildflowers, wildlife, rocky",238.80727808062974,20.0112475,73.7902364,24.5,11.6,248.0,2.0,Nashik,Maharashtra,India,October - February,"['bird watching', 'rocky', 'forest', 'hiking', 'wildflowers', 'wildlife', 'views']"
242,Singtal Trek,Hard,5.0,3,10.5,"bird watching, hiking, walking, forest, river, views, wildflowers, wildlife, scramble, rocky, washed out, bridge out",238.80727808062974,29.9939187,78.3771964,25.4,2.2,261.0,3.0,Yamkeshwar,Uttarakhand,India,"March - June, September - November","['bird watching', 'scramble', 'rocky', 'bridge out', 'forest', 'walking', 'hiking', 'wildflowers', 'washed out', 'wildlife', 'views', 'river']"
243,Old Mussoorie Road - Semwala,Hard,4.7,5,23.5,"bird watching, hiking, mountain biking, partially paved, forest, river, views, waterfall, wildflowers, wildlife",238.80727808062974,30.4569012,78.0782906,19.8,2.6,214.0,3.0,Mussoorie,Uttarakhand,India,"March - June, September - November","['bird watching', 'forest', 'partially paved', 'river', 'hiking', 'wildflowers', 'wildlife', 'views', 'mountain biking', 'waterfall']"
244,Salher Fort - Salota Fort Trail,Hard,5.0,2,12.2,"bird watching, hiking, walking, views, wildflowers, wildlife, historic site, scramble, rocky, no shade",238.80727808062974,20.5991006,74.2021078,24.5,12.7,255.0,3.0,Satana,Maharashtra,India,October - February,"['bird watching', 'scramble', 'rocky', 'no shade', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
245,Pugga Valley Trek,Hard,4.6,2,18.5,"hiking, partially paved, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,33.352126,78.2473789,5.9,5.4,200.0,2.0,Leh,Ladakh,India,All Year,"['rocky', 'partially paved', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
246,Wilson Point,Easy,3.6,2,2.7,"bird watching, hiking, mountain biking, road biking, running, walking, views, city walk",238.80727808062974,17.9242764,73.6575799,19.9,6.6,225.0,3.0,Mahabaleshwar,Maharashtra,India,October - February,"['bird watching', 'running', 'walking', 'hiking', 'road biking', 'city walk', 'views', 'mountain biking']"
247,Vrindavan Temple Trail,Moderate,4.7,3,14.6,"bird watching, hiking, walking, paved, river, views, wildflowers, wildlife, historic site, city walk",238.80727808062974,27.5753726,77.6938045,24.4,7.2,232.56410256410257,3.0,Vrindavan,Uttar Pradesh,India,All Year,"['bird watching', 'paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'city walk', 'wildlife', 'views', 'river']"
248,Khalia Danda,Hard,4.6,3,8.9,"bird watching, hiking, snowshoeing, walking, forest, views, wildflowers, wildlife, scramble, overgrown, snow",238.80727808062974,30.06546,80.23453,15.9,2.9,180.0,3.0,Munsyari,Uttarakhand,India,"March - June, September - November","['bird watching', 'scramble', 'snow', 'forest', 'snowshoeing', 'walking', 'hiking', 'wildflowers', 'overgrown', 'wildlife', 'views']"
249,Bannerughatta Trail,Moderate,4.5,4,5.5,"bird watching, hiking, walking, kid friendly, partially paved, forest, views, wildflowers, wildlife",238.80727808062974,12.7103145,77.6886188,21.8,18.9,262.0,3.0,Anekal,Karnataka,India,October - February,"['bird watching', 'kid friendly', 'forest', 'partially paved', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
250,Harihar Fort,Moderate,4.7,3,7.2,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, historic site, scramble, rocky",238.80727808062974,19.9353864,73.5301768,24.4,7.2,232.56410256410257,3.0,Trimbak,Maharashtra,India,October - February,"['bird watching', 'scramble', 'rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
251,Antaragange Hike,Moderate,3.3,5,3.4,"hiking, walking, views, wildlife, scramble, rocky",238.80727808062974,13.1805066,78.2669329,23.5,20.5,270.0,3.0,Kolar,Karnataka,India,October - February,"['scramble', 'rocky', 'walking', 'hiking', 'wildlife', 'views']"
252,Adinath Tonk,Moderate,5.0,4,10.6,"hiking, walking, partially paved, views, wildflowers, wildlife, historic site",238.80727808062974,21.5236104,71.8219597,27.0,8.5,242.0,3.0,Palitana,Gujarat,India,All Year,"['partially paved', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
253,Mount Yunam Trek,Hard,4.4,3,8.4,"camping, bird watching, hiking, snowshoeing, backpacking, lake, river, views, waterfall, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,32.5713398,77.0345199,18.1,2.5,98.0,3.0,Keylang,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'rocky', 'snow', 'snowshoeing', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river', 'waterfall']"
254,Beas Kund Trail,Hard,5.0,2,13.0,"camping, bird watching, hiking, backpacking, forest, lake, river, views, waterfall, wildflowers, wildlife, historic site, scramble, rocky, snow",238.80727808062974,32.2454608,77.1872926,16.4,2.9,240.0,3.0,Manali,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'lake', 'hiking', 'wildflowers', 'historic site', 'camping', 'backpacking', 'wildlife', 'views', 'river', 'waterfall']"
255,Kavnai Peak Trail,Moderate,4.5,4,2.3,"hiking, walking, lake, views, wildflowers, wildlife, historic site, no shade",238.80727808062974,19.6944394,73.5638878,24.2,6.6,225.0,3.0,Igatpuri,Maharashtra,India,October - February,"['no shade', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
256,Neemach Temple Trail,Moderate,3.8,10,1.4,"hiking, walking, forest, views, wildflowers, wildlife, historic site",238.80727808062974,24.578721,73.6862571,24.4,7.2,232.56410256410257,3.0,Udaipur,Rajasthan,India,All Year,"['forest', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
257,Diksal - Matheran via Garbett Point,Hard,3.8,2,10.9,"hiking, walking, lake, views, wildflowers, wildlife, scramble, no shade",238.80727808062974,18.9127655,73.3228202,24.4,7.2,232.56410256410257,3.0,Karjat,Maharashtra,India,October - February,"['scramble', 'no shade', 'walking', 'lake', 'hiking', 'wildflowers', 'wildlife', 'views']"
258,Jaisalmer Fort,Easy,5.0,2,2.4,"hiking, walking, kid friendly, paved, views, historic site, city walk",238.80727808062974,26.9116615,70.9124888,29.4,17.7,213.0,3.0,Jaisalmer,Rajasthan,India,All Year,"['kid friendly', 'paved', 'walking', 'hiking', 'historic site', 'city walk', 'views']"
259,Juhu Beach Loop,Moderate,5.0,2,5.6,"running, walking, partially paved, beach, forest, city walk, pub walk",238.80727808062974,19.054999,72.8692035,27.2,13.7,210.0,80.0,Mumbai,Maharashtra,India,October - February,"['beach', 'pub walk', 'forest', 'running', 'partially paved', 'walking', 'city walk']"
260,Avani Betta,Moderate,4.0,3,2.6,"hiking, walking, cave, views, wildlife, historic site, scramble, rocky",238.80727808062974,13.1626004,78.3958998,23.6,18.7,270.0,3.0,Mulbagal,Karnataka,India,October - February,"['scramble', 'rocky', 'walking', 'hiking', 'historic site', 'cave', 'wildlife', 'views']"
261,Swami Narayana Hill - Katraj Ghat Tunnel via Khandoba Temple,Hard,4.8,5,10.0,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, historic site",238.80727808062974,18.5213738,73.8545071,24.4,7.2,232.56410256410257,3.0,Pune,Maharashtra,India,October - February,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
262,Ukkada Falls,Moderate,4.4,4,2.9,"bird watching, hiking, walking, forest, river, views, waterfall, wildflowers",238.80727808062974,13.318014,75.7738743,22.4,5.8,248.0,2.0,Chikmagalur,Karnataka,India,October - February,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'views', 'river', 'waterfall']"
263,Jakkur Lake Trail,Moderate,3.7,5,4.7,"bird watching, hiking, running, walking, paved, lake, views",238.80727808062974,12.9881567,77.6226,22.6,15.1,258.0,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'paved', 'running', 'walking', 'lake', 'hiking', 'views']"
264,Kalkere Lake Trail,Easy,4.3,4,7.4,"bird watching, hiking, running, walking, kid friendly, paved, lake, wildflowers, city walk",238.80727808062974,12.9881567,77.6226,22.6,15.1,258.0,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'kid friendly', 'paved', 'running', 'walking', 'lake', 'hiking', 'wildflowers', 'city walk']"
265,Chandan Vandan Trek,Hard,4.7,3,9.7,"bird watching, hiking, walking, views, wildlife, scramble",238.80727808062974,17.9423742,73.9192535,24.0,7.6,245.0,3.0,Wai,Maharashtra,India,October - February,"['bird watching', 'scramble', 'walking', 'hiking', 'wildlife', 'views']"
267,Shanag Village Loop,Moderate,5.0,4,5.8,"hiking, mountain biking, snowshoeing, walking, river, views, wildflowers, wildlife",238.80727808062974,32.2454608,77.1872926,16.5,3.3,221.0,3.0,Manali,Himachal Pradesh,India,"April - June, September - November","['snowshoeing', 'river', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'mountain biking']"
268,Yercaud Valley Hike,Moderate,3.4,12,2.7,"bird watching, hiking, walking, forest, views, wildflowers, wildlife",238.80727808062974,11.7852074,78.2075392,21.9,7.6,275.0,1.0,Yercaud,Tamil Nadu,India,November - February,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
269,Renga Malai Temple,Moderate,4.0,7,2.7,"hiking, walking, forest, views, wildflowers, wildlife, historic site",238.80727808062974,10.7770404,77.9094009,28.5,22.3,269.0,3.0,Aravakurichi,Tamil Nadu,India,November - February,"['forest', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
270,Yana Rocks Trek,Moderate,4.4,4,8.5,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, historic site, scramble",238.80727808062974,15.3518378,75.1379848,23.2,13.1,249.0,3.0,Hubli,Karnataka,India,October - February,"['bird watching', 'scramble', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
271,Parvathamalai Trek,Hard,4.6,4,8.5,"hiking, walking, partially paved, forest, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,12.5937689,79.1385342,27.3,16.7,277.0,3.0,Polur,Tamil Nadu,India,November - February,"['rocky', 'forest', 'partially paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
272,Dighi Hill Trail,Moderate,4.7,3,2.1,"camping, bird watching, hiking, walking, backpacking, views, wildflowers, wildlife, no shade",238.80727808062974,18.6279288,73.8009829,24.4,9.4,252.0,3.0,Pimpri-Chinchwad,Maharashtra,India,October - February,"['bird watching', 'no shade', 'walking', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views']"
273,Para Plateau Hike,Moderate,4.0,31,2.7,"bird watching, hiking, walking, views, scramble, no shade",238.80727808062974,18.5213738,73.8545071,25.5,9.5,261.0,3.0,Pune,Maharashtra,India,October - February,"['bird watching', 'scramble', 'no shade', 'walking', 'hiking', 'views']"
274,Great Himalayan Lakes,Hard,5.0,2,67.8,"camping, bird watching, hiking, walking, backpacking, forest, lake, river, views, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,33.9985966,74.5309925,12.4,3.4,58.0,3.0,Khag,Jammu and Kashmir,India,May - October,"['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river']"
275,Rajghundha - Plachek Trail,Moderate,4.7,4,14.5,"camping, bird watching, hiking, backpacking, forest, river, views, waterfall, wildflowers, wildlife, rocky",238.80727808062974,32.2530544,76.899418,15.6,4.9,197.0,3.0,Multhan,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'rocky', 'forest', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river', 'waterfall']"
276,Victoria Memorial Trail,Easy,4.0,2,2.1,"hiking, walking, kid friendly, paved, lake, wildflowers, historic site, city walk, fee",238.80727808062974,22.5726459,88.3638953,28.4,5.6,140.0,95.0,Kolkata,West Bengal,India,October - March,"['kid friendly', 'paved', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'city walk', 'fee']"
277,Indira Park Trail,Easy,4.8,5,1.9,"bird watching, fishing, running, walking, kid friendly, paved, lake, views, waterfall, wildflowers, wildlife, historic site, fee",238.80727808062974,17.360589,78.4740613,26.2,14.8,276.0,3.0,Hyderabad,Telangana,India,All Year,"['bird watching', 'kid friendly', 'paved', 'running', 'fee', 'walking', 'lake', 'wildflowers', 'historic site', 'wildlife', 'views', 'fishing', 'waterfall']"
278,Barsu - Dayara Bugyal,Hard,4.6,3,17.7,"camping, bird watching, hiking, snowshoeing, walking, backpacking, forest, lake, river, views, wildflowers, wildlife, scramble, overgrown, snow",238.80727808062974,30.9943684,78.9398699,20.4,4.7,261.0,3.0,Gangotri,Uttarakhand,India,"March - June, September - November","['bird watching', 'scramble', 'snow', 'forest', 'snowshoeing', 'walking', 'lake', 'hiking', 'wildflowers', 'camping', 'overgrown', 'backpacking', 'wildlife', 'views', 'river']"
279,Rumsu - Pulga,Moderate,4.0,2,4.3,"bird watching, hiking, snowshoeing, walking, forest, views, wildflowers, wildlife, snow",238.80727808062974,31.9578974,77.1089232,23.6,3.2,207.0,3.0,Kullu,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'snow', 'forest', 'snowshoeing', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
280,Mehrangarh Fort,Moderate,4.0,2,2.1,"walking, paved, views, historic site",238.80727808062974,26.2967719,73.0351433,28.6,11.7,227.0,3.0,Jodhpur,Rajasthan,India,All Year,"['historic site', 'views', 'paved', 'walking']"
281,Thamri Kund,Moderate,4.1,3,4.5,"hiking, snowshoeing, walking, forest, lake, views, wildflowers, wildlife, historic site, rocky, snow",238.80727808062974,30.06546,80.23453,16.0,2.9,180.0,3.0,Munsyari,Uttarakhand,India,"March - June, September - November","['rocky', 'snow', 'forest', 'snowshoeing', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
282,Arulmigu Nainamalai Varadaraja Perumal Temple,Moderate,4.7,5,2.4,"hiking, walking, partially paved, forest, views, wildflowers, wildlife, historic site",238.80727808062974,11.3033889,78.118604,28.8,10.8,270.0,3.0,Namakkal,Tamil Nadu,India,November - February,"['forest', 'partially paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
283,Pali Bhutivali Dam,Easy,5.0,1,3.9,"bird watching, hiking, walking, kid friendly, partially paved, lake, views, city walk",238.80727808062974,18.9127655,73.3228202,26.5,8.4,205.0,3.0,Karjat,Maharashtra,India,October - February,"['bird watching', 'kid friendly', 'partially paved', 'walking', 'lake', 'hiking', 'city walk', 'views']"
284,Naneghat - Jivdhan Fort,Moderate,5.0,2,6.0,"hiking, walking, views, historic site, scramble",238.80727808062974,19.257118,73.3907493,26.6,5.9,218.0,3.0,Murbad,Maharashtra,India,October - February,"['scramble', 'walking', 'hiking', 'historic site', 'views']"
285,Triund Hill - Indrahar Pass Trail,Hard,5.0,1,5.3,"camping, bird watching, hiking, backpacking, cave, forest, river, views, waterfall, wildflowers, wildlife, rocky",238.80727808062974,32.2052511,76.3250598,26.4,3.1,249.0,3.0,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'wildlife', 'rocky', 'forest', 'hiking', 'wildflowers', 'camping', 'backpacking', 'cave', 'views', 'river', 'waterfall']"
286,Kondarangi Malai,Moderate,4.0,4,2.3,"hiking, walking, views, wildflowers, wildlife, scramble, rocky",238.80727808062974,10.4851135,77.7460054,28.2,10.6,298.0,3.0,Oddanchatram,Tamil Nadu,India,November - February,"['scramble', 'rocky', 'walking', 'wildflowers', 'hiking', 'wildlife', 'views']"
287,Lohagad - Bhaja Caves via Visapur Fort,Hard,4.5,2,15.0,"bird watching, hiking, walking, cave, forest, views, wildflowers, wildlife, historic site, scramble, rocky",238.80727808062974,18.7669374,73.5524324,24.0,6.4,243.0,3.0,Kamshet,Maharashtra,India,October - February,"['bird watching', 'wildlife', 'scramble', 'rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'cave', 'views']"
288,Secto 28 - Sultanpur,Hard,4.6,14,35.9,"road biking, paved, city walk, no shade",238.80727808062974,30.7334421,76.7797143,27.2,6.2,159.0,80.0,Chandigarh,Chandigarh,India,All Year,"['city walk', 'road biking', 'no shade', 'paved']"
289,Shivaji Park Loop,Easy,4.7,4,1.1,"hiking, running, walking, kid friendly, partially paved, views",238.80727808062974,19.054999,72.8692035,27.2,13.7,210.0,80.0,Mumbai,Maharashtra,India,October - February,"['kid friendly', 'running', 'partially paved', 'walking', 'hiking', 'views']"
290,Maldevta,Moderate,3.4,8,20.0,"bird watching, hiking, road biking, scenic driving, walking, kid friendly, partially paved, river, views, wildflowers",238.80727808062974,30.3255646,78.0436813,26.7,4.1,225.0,80.0,Dehradun,Uttarakhand,India,"March - June, September - November","['bird watching', 'scenic driving', 'kid friendly', 'partially paved', 'walking', 'hiking', 'road biking', 'wildflowers', 'views', 'river']"
291,Bilwaradahalli Trail,Easy,3.7,3,5.0,"bird watching, hiking, walking, partially paved, forest, views, wildflowers, wildlife",238.80727808062974,12.7103145,77.6886188,22.1,19.6,264.0,3.0,Anekal,Karnataka,India,October - February,"['bird watching', 'forest', 'partially paved', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
292,Qutb (Qutub) Complex,Easy,5.0,1,1.6,"bird watching, hiking, walking, kid friendly, paved, views, wildflowers, historic site, fee",238.80727808062974,28.6430858,77.2192671,27.9,4.1,165.0,80.0,New Delhi,Delhi,India,All Year,"['bird watching', 'kid friendly', 'paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'views', 'fee']"
293,Sarakki Lake,Easy,5.0,2,2.6,"bird watching, hiking, running, walking, partially paved, lake, views",238.80727808062974,12.9881567,77.6226,22.6,15.1,258.0,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'running', 'partially paved', 'walking', 'lake', 'hiking', 'views']"
294,Siddara Betta,Hard,4.7,3,4.8,"bird watching, hiking, walking, no dogs, kid friendly, partially paved, cave, forest, lake, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,13.5215422,77.2358911,23.1,16.5,259.0,3.0,Koratagere,Karnataka,India,October - February,"['bird watching', 'wildlife', 'rocky', 'kid friendly', 'forest', 'partially paved', 'walking', 'lake', 'hiking', 'wildflowers', 'no dogs', 'historic site', 'cave', 'views']"
295,Champaner - Pavagadh Archaeological Park,Hard,4.8,3,5.6,"bird watching, hiking, partially paved, forest, lake, views, wildflowers, wildlife, historic site",238.80727808062974,22.5058547,73.4715851,27.6,7.7,229.0,3.0,Halol,Gujarat,India,All Year,"['bird watching', 'forest', 'partially paved', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
296,Solang - Patalsu Trail,Hard,4.6,2,15.8,"camping, bird watching, hiking, backpacking, forest, river, views, waterfall, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,32.2454608,77.1872926,16.5,3.3,221.0,3.0,Manali,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river', 'waterfall']"
297,Vattakanal - Kodaikanal,Moderate,4.5,2,9.0,"bird watching, hiking, walking, forest, river, views, waterfall, wildflowers, wildlife",238.80727808062974,10.233712,77.4919719,24.4,7.2,232.56410256410257,3.0,Kodaikanal,Tamil Nadu,India,November - February,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river', 'waterfall']"
298,Jor - Arthur's Seat,Hard,5.0,4,16.6,"bird watching, hiking, walking, forest, lake, river, views, wildflowers, wildlife, historic site",238.80727808062974,17.9423742,73.9192535,24.0,7.6,245.0,3.0,Wai,Maharashtra,India,October - February,"['bird watching', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'river']"
299,Dore Kere Lake,Easy,4.8,3,1.4,"bird watching, running, walking, partially paved, lake, views",238.80727808062974,12.9881567,77.6226,24.4,7.2,232.56410256410257,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'running', 'partially paved', 'walking', 'lake', 'views']"
300,Sajla Waterfall,Moderate,4.3,3,2.7,"bird watching, hiking, forest, river, views, waterfall, wildflowers, wildlife, scramble",238.80727808062974,32.2454608,77.1872926,24.4,7.2,232.56410256410257,3.0,Manali,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'forest', 'hiking', 'wildflowers', 'wildlife', 'views', 'river', 'waterfall']"
301,Wei Sawdong Waterfall,Moderate,5.0,3,0.5,"bird watching, hiking, walking, forest, river, views, waterfall, wildflowers",238.80727808062974,25.2648821,91.718957,22.4,6.7,164.0,2.0,Shella Bholaganj,Meghalaya,India,All Year,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'views', 'river', 'waterfall']"
302,Aravali Trail,Easy,5.0,2,3.7,"bird watching, hiking, walking, views, wildflowers, wildlife, rocky",238.80727808062974,28.4646148,77.0299194,24.4,7.2,232.56410256410257,3.0,Gurgaon,Haryana,India,All Year,"['bird watching', 'rocky', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
303,Billing Paragliding Launch Site Trail,Hard,4.6,3,3.5,"bird watching, hiking, partially paved, forest, views, wildflowers, wildlife",238.80727808062974,32.053021,76.672197,24.4,2.5,225.0,3.0,Baijnath,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'forest', 'partially paved', 'hiking', 'wildflowers', 'wildlife', 'views']"
304,Singtal Hike,Moderate,3.9,3,4.5,"bird watching, hiking, walking, forest, river, views, wildflowers, wildlife",238.80727808062974,30.1861243,78.4098097,26.4,5.1,231.0,3.0,Narendra Nagar,Uttarakhand,India,"March - June, September - November","['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river']"
305,Paradise Beach Trek,Moderate,5.0,2,1.1,"bird watching, hiking, walking, kid friendly, beach, forest, views, wildflowers, wildlife",238.80727808062974,14.5439629,74.3184418,27.4,14.6,261.0,80.0,Gokarna,Karnataka,India,October - February,"['bird watching', 'kid friendly', 'beach', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
306,Asurchula Mandir,Moderate,5.0,3,3.7,"hiking, walking, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,29.585871,80.215167,22.5,1.6,297.0,2.0,Pithoragarh,Uttarakhand,India,"March - June, September - November","['rocky', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
307,Sinquerim Fort View Point Trail,Moderate,4.3,3,3.2,"bird watching, hiking, walking, partially paved, beach, cave, views, waterfall, wildflowers, wildlife, historic site",238.80727808062974,15.5926511,73.8119741,24.4,7.2,232.56410256410257,3.0,Mapusa,Goa,India,November - February,"['bird watching', 'wildlife', 'beach', 'partially paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'cave', 'views', 'waterfall']"
308,Churdhar Trek,Hard,3.8,3,10.3,"bird watching, hiking, snowshoeing, walking, forest, river, views, wildflowers, wildlife, historic site, scramble, snow",238.80727808062974,30.970458,77.5256301,24.4,7.2,232.56410256410257,3.0,Chaupal,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'snow', 'forest', 'snowshoeing', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'river']"
309,Bhimashankar Temple - Shidi Ghat Trail,Hard,5.0,1,10.0,"bird watching, hiking, partially paved, forest, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,19.0316935,73.9500301,24.4,7.2,232.56410256410257,3.0,Ambegaon,Maharashtra,India,October - February,"['bird watching', 'rocky', 'forest', 'partially paved', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
310,Karkarduma Cycling Loop,Easy,4.2,8,7.7,"road biking, paved, city walk, no shade",238.80727808062974,28.6430858,77.2192671,27.9,4.1,165.0,80.0,New Delhi,Delhi,India,All Year,"['city walk', 'road biking', 'no shade', 'paved']"
311,Dzukou Valley Trail,Hard,5.0,2,13.2,"camping, bird watching, hiking, backpacking, forest, river, views, waterfall, wildflowers, wildlife, scramble, rocky",238.80727808062974,25.5896128,94.0952004,20.5,6.0,295.0,2.0,Jakhama,Nagaland,India,All Year,"['bird watching', 'scramble', 'rocky', 'forest', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river', 'waterfall']"
312,Ambajidurga Fort (Anjaneyaswamy Temple) Trek,Moderate,4.0,3,6.9,"bird watching, hiking, running, walking, forest, views, wildflowers, historic site, muddy",238.80727808062974,13.3986587,78.0533058,23.2,20.3,263.0,3.0,Chintamani,Karnataka,India,October - February,"['bird watching', 'forest', 'running', 'muddy', 'walking', 'hiking', 'wildflowers', 'historic site', 'views']"
313,Harsh Gaon Road Trail,Moderate,4.7,9,2.3,"hiking, walking, views, wildflowers, wildlife",238.80727808062974,27.6625058,75.0279905,27.0,8.0,198.0,80.0,Sikar,Rajasthan,India,All Year,"['walking', 'wildflowers', 'hiking', 'wildlife', 'views']"
315,Tada Falls,Moderate,4.0,1,14.5,"camping, bird watching, hiking, walking, backpacking, cave, forest, river, views, waterfall, wildflowers, wildlife",238.80727808062974,13.5824997,79.9269651,31.6,11.6,277.0,3.0,Varadaiahpalem,Andhra Pradesh,India,All Year,"['bird watching', 'wildlife', 'forest', 'walking', 'hiking', 'wildflowers', 'camping', 'backpacking', 'cave', 'views', 'river', 'waterfall']"
316,Deo Tibba,Hard,4.8,3,57.5,"camping, bird watching, hiking, snowshoeing, walking, backpacking, forest, lake, river, views, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,32.2454608,77.1872926,16.5,3.3,221.0,3.0,Manali,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'snowshoeing', 'walking', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river']"
317,Khanahr Peak,Moderate,4.0,6,1.8,"bird watching, hiking, walking, forest, views, wildflowers, wildlife",238.80727808062974,31.6516617,77.0092542,23.8,2.2,261.0,80.0,Mandi,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
318,Yelahanka Trail,Moderate,4.0,5,5.0,"bird watching, mountain biking, off-road driving, scenic driving, paved, lake, views",238.80727808062974,12.9881567,77.6226,22.6,15.1,258.0,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'scenic driving', 'paved', 'off-road driving', 'lake', 'views', 'mountain biking']"
