Trail_name,Difficulty,Average_rating,number_of_reviews,Length,description,Tags,Est_time,latitude,longitude,current_temperature,current_windspeed,current_winddirection,current_weather_code,Length (in km),City,State,Country,Best_Season,tags_list
Joggers Park,Easy,4.0,1,Length: 0.5 kmEst. 8m,"The development of Joggers Park is credited to the famous hockey coach Oliver Andrade. He was known as ""Sir"" among the locals because of his coaching achievements. The park attracts approximately 2000 visitors every day, and this number doubles on weekends. Located close to the beach, Joggers Park offers stunning views, making it one of the top tourist attractions in Mumbai.
The trailhead for this particular trail lies by SCF-C3B cycle Parking at Bandra West. This location is pretty well...","Bird watching, Hiking, Running, Walking, Kid friendly, Partially paved, Beach, Views, City walk",61.0,19.054999,72.8692035,27.3,11.7,236.0,80.0,0.5,Mumbai,Maharashtra,India,October - February,"['bird watching', 'hiking', 'running', 'walking', 'kid friendly', 'partially paved', 'beach', 'views', 'city walk']"
Arulmigu Sri Sendraya Perumal,Moderate,3.3,28,Length: 1.6 kmEst. 1h 1m,"This is a very famous temple in the vicinity of Salem dedicated to Lord Vishnu. It is visited by many devotees and pilgrims. Other than the fabulous temple, this area provides stunning views, especially during sunrise and sunset. Plus this location provides a sense of serenity and tranquility that puts everyone at peace even the animals and the birds that reside at this location.","Bird watching, Hiking, Walking, Views, Wildflowers, Wildlife, Historic site, Rocky",109.574071,11.6469616,78.2106958,25.1,11.8,250.0,3.0,1.6,Salem,Tamil Nadu,India,November - February,"['bird watching', 'hiking', 'walking', 'views', 'wildflowers', 'wildlife', 'historic site', 'rocky']"
Mudiganahalli Trail,Moderate,4.5,3,Length: 4.5 km,This is a spectacular trail that takes one atop the beautiful peak next to the Horagina Betta. This is one of the lesser-known paths to reach this peak and provides one with a required change that one requires after the hectic daily schedule of the Banglore City. Few species of birds can be spotted in this region and they are fun to observe. Surroundings are pretty green with cityscape making the majority as this peak lies right in the middle of the city.,"Bird watching, Hiking, Walking, Views, Wildflowers, Wildlife, Scramble",361.9292186,13.0993764,77.388729,22.4,18.3,255.0,3.0,4.5,Chikkaballapur,Karnataka,India,October - February,"['bird watching', 'hiking', 'walking', 'views', 'wildflowers', 'wildlife', 'scramble']"
Ganshibal - Tulian Lake Trek,Hard,5.0,2,Length: 17.5 km,"Tulian Lake is one of the many high-altitude glacial lakes near Pahalgam. Like the other glacial lakes, to reach it, one has to go on an arduous journey, but this journey comes with some of the most magical views. Verdant green environments make up the surroundings of this location, specifically in the initial stages of the trek. 
Thick canopies of pine trees with a backdrop of the upper Himalayan Ranges make up the landscapes and visuals of this location, which quickly changes over to huge...","Camping, Bird watching, Hiking, Snowshoeing, Backpacking, Forest, Lake, River, Views, Wildflowers, Wildlife, Scramble, Rocky, Snow",41.6323005,34.0144858,75.3285164,23.0,2.8,230.0,95.0,17.5,Pahalgam,Jammu and Kashmir,India,May - October,"['camping', 'bird watching', 'hiking', 'snowshoeing', 'backpacking', 'forest', 'lake', 'river', 'views', 'wildflowers', 'wildlife', 'scramble', 'rocky', 'snow']"
Devarabisanahalli Lake,Easy,4.6,3,Length: 1.0 kmEst. 13m,"Devarabisanahalli is one of the lakes in the city of Banglore. It is a very good area for walking and running as well as for spending time in tranquility in the hustle and bustle of the city. Many birds visit this location during the migration period and therefore is a good spot for bird watching. This trail begins from Deevarabeesanahalli Lake Gate which can be reached via taxi, cab, tuk-tuk, or private vehicles.","Bird watching, Fishing, Hiking, Running, Walking, Dog friendly, Kid friendly, Partially paved, Lake, Views, Wildflowers, Wildlife, City walk, Muddy",94.04452346,12.9881567,77.6226,22.8,16.4,255.0,3.0,1.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'fishing', 'hiking', 'running', 'walking', 'dog friendly', 'kid friendly', 'partially paved', 'lake', 'views', 'wildflowers', 'wildlife', 'city walk', 'muddy']"
Tolivia Beach - Sea Caves Hike,Moderate,5.0,2,Length: 3.7 km,"Tolivia beach and the sea caves near it are some of the lesser-known areas near Goa, hence ensuring fewer people and a nature that has managed to remain untethered from the evil of commercialization. Spectacular green environments with well-preserved ecosystems make up the surroundings of this location, which are teeming with a variety of different flora, fauna, and avifauna species. 
Nevertheless, this is a beautiful location that is highly serene and tranquil, attracting those who know it...","Bird watching, Hiking, Walking, Beach, Cave, Forest, Views, Scramble",66.86781526,15.0068417,74.0394887,26.9,10.5,264.0,95.0,3.7,Canacona,Goa,India,November - February,"['bird watching', 'hiking', 'walking', 'beach', 'cave', 'forest', 'views', 'scramble']"
Rudradhari Falls,Moderate,4.8,3,Length: 2.3 km,"This is a well-known trail in the Kausani region. With spectacular biodiversity and rich cultural history, this place has it all. The way to the waterfall is a bit rocky, but nothing that cannot be tackled. Along the way, one will find multiple caves hidden in the verdant and hilly terrains of Garud.
Rudradhari is made from two words Rudra, meaning ""Shiva,"" and Hari, meaning ""Vishnu"". It is believed that Lord Shiva and Lord Vishnu have some kind of connection with this place, hence the name...","Hiking, Walking, Cave, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Historic site, Scramble",107.0,29.9309489,79.620583,22.9,1.1,90.0,3.0,2.3,Garud,Uttarakhand,India,"March - June, September - November","['hiking', 'walking', 'cave', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'historic site', 'scramble']"
Ajinkyatara Fort Trail,Moderate,5.0,4,Length: 4.7 kmEst. 1h 47m,"Ajinkaytara fort was built in the 16th century by Mughal emperor Aurangzeb. It was previously called Ajimtara after Aurangzeb's son Ajim. Although later on it was captured by Maharani Tarabai who renamed it Ajikayatara. 
It is a beautiful trek with lots of great views. As it lies on the Sahyadri Mountain range beautiful sunset and sunrises can be seen in the location. Vegetation in the region is pretty rich with lush green areas overlooking the city landscape. This combination of natural and...","Hiking, Mountain biking, Road biking, Walking, Views, Historic site",128.9860054,17.6361288,74.2982781,25.0,11.6,265.0,3.0,4.7,Satara,Maharashtra,India,October - February,"['hiking', 'mountain biking', 'road biking', 'walking', 'views', 'historic site']"
Jangali Jayagad Trail,Hard,5.0,2,Length: 5.5 km,"Jangali Jaygad is an offbeat fort in Maharashtra right on the periphery of Konya Wildlife Sanctuary. Spectacular verdant green environments make up the surroundings of this location that are not only green but highly biodiverse as well, with many different species of animals, birds, and plants to explore and observe.
There isn't a lot that is known about this fort as it lies in a dilapidated condition with only a few structures that remain standing after the test of time. The trailhead for...","Bird watching, Hiking, Forest, Views, Wildflowers, Wildlife, Historic site, Scramble, Rocky",57.16184804,17.5253407,73.5155673,26.8,9.3,257.0,80.0,5.5,Chiplun,Maharashtra,India,October - February,"['bird watching', 'hiking', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site', 'scramble', 'rocky']"
Kasar Devi Temple,Moderate,4.4,2,Length: 1.8 kmEst. 37m,"Kasar Devi is a very famous temple in the toy town of Almora. A lot of pilgrims visit this temple, especially during Kartik Poornima during which a fair is set up known as the Kasar Devi fair. This is a very old temple, almost dating back to the 2nd-century. Spectacular views both in terms of architecture and environment can be experienced over here. Snow-covered Himalayan peaks, verdant environments, and a plethora of birds make up the surroundings of the temple. During a cloudy or foggy...","Bird watching, Hiking, Walking, Kid friendly, Partially paved, Views, Historic site, City walk",350.2820579,29.7026509,79.4326318,26.9,1.1,180.0,3.0,1.8,Almora,Uttarakhand,India,"March - June, September - November","['bird watching', 'hiking', 'walking', 'kid friendly', 'partially paved', 'views', 'historic site', 'city walk']"
Huliyurdurga,Moderate,4.6,3,Length: 0.8 km,"The Huliyurdurga part of the Navdurgas is an inverted-shaped rock dome. It might look intimidating to climb from afar, but the climb isn't as intimidating as it seems, it is rather short, with a bit of rock climbing. Due to rock climbing bits, people avoid this trail, and hence, fewer people would come across during the journey. 
Apart from that, there is a beautiful fort at the top of the hill, which provides some of the most exquisite views. This fort lies in ruins now but definitely...","Bird watching, Hiking, Walking, Wildflowers, Wildlife, Historic site, Scramble, Rocky",215.0,13.5215422,77.2358911,23.9,18.7,259.0,3.0,0.8,Koratagere,Karnataka,India,October - February,"['bird watching', 'hiking', 'walking', 'wildflowers', 'wildlife', 'historic site', 'scramble', 'rocky']"
Sanas Nagar via Khandoba Madir Trek,Moderate,3.3,15,Length: 12.6 kmEst. 3h 35m,"Embark on a journey along a trail leading you to the magnificent Khandoba Temple, a sacred place dedicated to the deity Khandoba. This ancient temple, constructed by the Peshawa ruler, has stood tall for centuries, carrying with it the history and religious sentiments of Maharashtra's clans and farmers.
As you tread the path, remember the legend of Lord Khandoba, who descended to stop the chaos caused by two demons. Witness the beauty of the verdant green surroundings that make up the...","Bird watching, Hiking, Walking, Forest, Lake, Views, Wildflowers, Wildlife",84.33855624,18.5213738,73.8545071,27.1,11.9,275.0,3.0,12.6,Pune,Maharashtra,India,October - February,"['bird watching', 'hiking', 'walking', 'forest', 'lake', 'views', 'wildflowers', 'wildlife']"
Naini Lake Trail,Easy,5.0,1,Length: 3.2 kmEst. 41m,,"Bird watching, Mountain biking, Running, Walking, Paddle sports, Paved, Lake, Views",101.0,29.3905295,79.460869,21.2,5.1,219.0,3.0,3.2,Nainital,Uttarakhand,India,"March - June, September - November","['bird watching', 'mountain biking', 'running', 'walking', 'paddle sports', 'paved', 'lake', 'views']"
Billing - Chhina Pass Trail,Hard,5.0,2,Length: 13.0 km,,"Camping, Bird watching, Hiking, Backpacking, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Scramble, Rocky, Snow",662.8142022,32.053021,76.672197,23.9,3.6,264.0,3.0,13.0,Baijnath,Himachal Pradesh,India,"April - June, September - November","['camping', 'bird watching', 'hiking', 'backpacking', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'scramble', 'rocky', 'snow']"
Panchkula - Tipra Trail,Moderate,4.7,3,Length: 33.0 km,"The trail starts from Panchkula and forms a part of the tri- city area i.e. Panchkula, Chandigarh, and Mohali. The city is well designed with a systematic layout, wide roads adorned with beautiful trees and buildings that complement the modern outlook of the planning. The trail goes till Tipra from where the Shimla highway starts. The route has mesmerizing views and entire it's very scenic.","Scenic driving, Bike touring, Paved, Lake, River, Views",503.6363399,30.6975401,76.8551066,26.1,0.8,207.0,3.0,33.0,Panchkula,Haryana,India,All Year,"['scenic driving', 'bike touring', 'paved', 'lake', 'river', 'views']"
Dharamkot - Raeel Trail,Hard,4.4,3,Length: 24.8 km,,"Camping, Bird watching, Hiking, Backpacking, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Scramble, Rocky",49.39707427,32.2052511,76.3250598,25.6,1.8,53.0,3.0,24.8,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['camping', 'bird watching', 'hiking', 'backpacking', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'scramble', 'rocky']"
Maruthuva Malai Hike,Moderate,4.4,3,Length: 2.1 kmEst. 1h 23m,"This is a small hill nearby Kanyakumari with an old temple situated atop it. There is a temple dedicated to Hanumana on top. On the way up there is a cave where Shir Narayana Guru meditated. It is open to tourists and people can go there and meditate. Other than that spectacular views can be expected with the sea on three sides. Surroundings are vibrant green with hints of blue in the midst, other than the spectacular views one can expect a highly diverse environment with many different...","Bird watching, Hiking, Walking, Partially paved, Forest, Views, Wildflowers, Wildlife, Rocky",412.4002481,8.079252,77.5499338,26.3,21.5,280.0,3.0,2.1,Kanyakumari,Tamil Nadu,India,November - February,"['bird watching', 'hiking', 'walking', 'partially paved', 'forest', 'views', 'wildflowers', 'wildlife', 'rocky']"
St. Thomas Mount Walk,Easy,4.4,2,Length: 1.4 kmEst. 24m,"This is a lovely hike up St. Thomas Mount, which is well-known for its deposits of Charnockite, a rock combination made of quartz, feldspar, and hypersthene. Although Job Charnock wasn't the founder of this rock, he was the founder of the city of Kolkata, his tomb was built using this rock and hence the rock was given the name Charnockite. Other than that, it's a lovely, picturesque area with lush surrounds.","Hiking, Walking, Partially paved, Views, Wildflowers, Historic site",226.0456776,13.0836939,80.270186,30.0,13.6,253.0,3.0,1.4,Chennai,Tamil Nadu,India,November - February,"['hiking', 'walking', 'partially paved', 'views', 'wildflowers', 'historic site']"
Birni Devi Trek,Hard,5.0,2,Length: 5.1 kmEst. 2h 58m,,"Bird watching, Hiking, Forest, Views, Wildflowers, Wildlife, Historic site, Rocky",202.7513563,32.1095492,76.5359534,25.3,1.8,53.0,3.0,5.1,Palampur,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'hiking', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site', 'rocky']"
Harishchandragad - Rajmarg Trail,Hard,5.0,1,Length: 10.5 km,"Harishchandragad is an ancient fort in the Nashik District that has a vital role in protecting the nearby locations. This fort dates back to almost the 6th century BCE, although caves in and near the fort are more recent than the fort itself and date back to nearly the 11th century. 
Beautiful carvings and sculptures can be seen throughout this fort and caves, providing a glimpse into India's artistic prowess at that time. Apart from the amazing craftsmanship, this location is also renowned...","Bird watching, Hiking, Walking, Cave, Forest, Views, Wildflowers, Wildlife, Historic site, Scramble, Rocky",6655.278361,19.2094471,73.8771937,23.6,11.8,290.0,3.0,10.5,Junnar,Maharashtra,India,October - February,"['bird watching', 'hiking', 'walking', 'cave', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site', 'scramble', 'rocky']"
Ramadara Hill Trail,Moderate,4.6,3,Length: 9.3 km,"This is a beautiful trail that goes through the spectacular Malhargad Fort and takes one to the even more stunning Ramadara Hill Top. Stupendous landscapes make the visual of this trail which, by the way, can be used for trail running as well. 
The trailhead for this particular trail lies by the Malhargad Parking Lot at Kalewadi, which can be reached via various different modes of transports such as buses, taxis, cabs, or private vehicles.","Hiking, Running, Walking, Views, Wildflowers, Wildlife, Historic site, Scramble",74.63258903,18.3444347,74.0295234,24.9,13.7,267.0,3.0,9.3,Saswad,Maharashtra,India,October - February,"['hiking', 'running', 'walking', 'views', 'wildflowers', 'wildlife', 'historic site', 'scramble']"
Leh - Pangong Tso Lake Trail,Hard,4.0,2,Length: 341.7 km,"The route to Pangong from Leh is dotted with Buddhist monasteries. On the way to the lake, there are ancient gompas and palaces along the Indus River in villages such as Shey, Thiksey, Stakna, Hemis, and Chemrey. En route, there are nomadic families with their yaks and pashmina goats and the breathtaking beauty of Pangong Lake, situated on the Indo-Tibetan border. 
Pangong Tso is a long narrow strip of water.  Even though the water has a high salinity, Pangong Tso freezes completely in the...","Camping, Bird watching, Mountain biking, Off-road driving, Scenic driving, Backpacking, Paved, Forest, Lake, River, Views, Waterfall, Wildflowers, Wildlife, Scramble, Rocky, Snow",165.0,34.1642029,77.5848133,19.8,3.0,256.0,2.0,341.7,Leh,Ladakh,India,All Year,"['camping', 'bird watching', 'mountain biking', 'off-road driving', 'scenic driving', 'backpacking', 'paved', 'forest', 'lake', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'scramble', 'rocky', 'snow']"
Shore Temple - Beach,Easy,4.0,2,Length: 2.7 kmEst. 32m,"Shore temple is one of the oldest structural temples in the Southern part of India. It was built in the year 725AD and was developed by King Narasimhavarman II on the banks of the Bay of Bengal. The specialty of this temple lies in the fact that it is constructed using granite blocks and is one of the seven pagodas mentioned by European explorers. The other structures remain lost to the sea, although after the devastating tsunami of 2004 one of them resurfaced, hence proving the theories of...","Bird watching, Hiking, Walking, Kid friendly, Partially paved, Beach, Views, Historic site",119.0,12.5744549,80.0748338,29.9,9.9,251.0,3.0,2.7,Tirukalukundram,Tamil Nadu,India,November - February,"['bird watching', 'hiking', 'walking', 'kid friendly', 'partially paved', 'beach', 'views', 'historic site']"
Vihar Lake Loop,Moderate,3.3,4,Length: 10.9 kmEst. 2h 45m,"This is a beautiful trail near the film city of Mumbai with a beautiful lake at the end. Exceptional green environments make up the surroundings of this location, which offers some of the most incredible sunsets and sunrises. This is an ideal place for morning and evening walks and cycling. The trail has a good path and can be completed on a road bike, but even on a mountain bike, one won't find any problems.
The trailhead for this particular trail lies by the Aarey Garden, which can be...","Hiking, Mountain biking, Road biking, Walking, Lake, Views",77.0,19.1943294,72.9701779,27.8,7.4,231.0,80.0,10.9,Thane,Maharashtra,India,October - February,"['hiking', 'mountain biking', 'road biking', 'walking', 'lake', 'views']"
Burwa - Solang,Moderate,4.3,2,Length: 6.1 kmEst. 1h 59m,"Solang is a kind of winter Funland nearby Manali. Adventure sports are some of the things that are organized at this location, like skiing in the winters, paragliding, etc. This trail that begins nearby Manali takes one atop Solang beating although traffic unnecessary chaos because of the cars. Plus this route is more scenic in comparison to the one covered by vehicles, fewer people and fewer constructions and nature to the max.","Hiking, Snowshoeing, Walking, Forest, River, Views, Wildflowers, Wildlife, Snow",33.86752673,32.2454608,77.1872926,18.4,3.5,246.0,61.0,6.1,Manali,Himachal Pradesh,India,"April - June, September - November","['hiking', 'snowshoeing', 'walking', 'forest', 'river', 'views', 'wildflowers', 'wildlife', 'snow']"
Veer Savarkar Udyan Park,Easy,4.6,9,Length: 0.6 kmEst. 10m,"This is one of the parks near St. Anne High School. It has a lake inside it and multiple different activity sections for almost all age groups. There is a skating rink, skateboarding section, yoga area, and whatnot. This is one of those parks where every age group would have something or the other to do. There is a beautiful lake in the middle that provides some really crazy shots, especially during the nighttime when all the buildings and the park itself light up. Being in the center of the...","Hiking, Running, Walking, Kid friendly, Partially paved, Lake, Views, Wildflowers, City walk",328.9289301,19.054999,72.8692035,27.3,11.7,236.0,80.0,0.6,Mumbai,Maharashtra,India,October - February,"['hiking', 'running', 'walking', 'kid friendly', 'partially paved', 'lake', 'views', 'wildflowers', 'city walk']"
Bhatarashi Mountain,Hard,4.5,2,Length: 7.6 km,"This is one of the many peaks in the Western Ghats nearby Lonavala, it overlooks the Visapur Fort and Lohagad Fort in the distance. Along with that, verdant green environments make up the surroundings of this location that are not only green but highly biodiverse as well, with many different species of animals, birds, and plants to explore and observe.
Trailhead for this particular trail lies by the Patan Visapur Road, which can be reached via various modes of transports such as buses,...","Bird watching, Hiking, Walking, Forest, Views, Wildflowers, Wildlife, Scramble",233.8104514,18.7669374,73.5524324,24.5,7.3,259.0,3.0,7.6,Kamshet,Maharashtra,India,October - February,"['bird watching', 'hiking', 'walking', 'forest', 'views', 'wildflowers', 'wildlife', 'scramble']"
Butterfly Beach Hike,Moderate,3.2,5,Length: 7.7 km,"Butterfly beach is one of the lesser known beaches in the beach town of Goa. It is a semi circle gem hidden by the natural rocks with numeorus butterflies fluttering around, along with that every now and then catching a glimpse of pods of dolphins swimming around playing in the Arabian sea is just a sight to behold.
The scenery becomes even more serene during the dawn and dusk period casting an orange hue over the whole landscape. Apart from serenity this beach is also highly tranquil and...","Bird watching, Hiking, Walking, Beach, Forest, Views, Wildflowers, Wildlife, Scramble",385.2235399,15.0068417,74.0394887,26.9,10.5,264.0,95.0,7.7,Canacona,Goa,India,November - February,"['bird watching', 'hiking', 'walking', 'beach', 'forest', 'views', 'wildflowers', 'wildlife', 'scramble']"
Durga Tekdi,Easy,5.0,2,Length: 3.5 kmEst. 57m,"Durga Tekdi is one of the hills in Pune. It is famous because of the Durga Temple and the plantation drive that took place in which almost around 160,000 trees were planted. Most of the path that this trail follows is paved and consists of stairs and otherwise concrete paths. 
This is an amazing picnic location in Pune that can be visited with family and kids. The trailhead for this particular trail lies by Durga Tekdi Lake, which can be reached via various different modes of transports such...","Bird watching, Hiking, Walking, Kid friendly, Paved, Views, Wildflowers, Wildlife, Historic site",49.39707427,18.6279288,73.8009829,25.6,13.0,265.0,3.0,3.5,Pimpri-Chinchwad,Maharashtra,India,October - February,"['bird watching', 'hiking', 'walking', 'kid friendly', 'paved', 'views', 'wildflowers', 'wildlife', 'historic site']"
Lawkuntang (Sacred Grove) Trail,Moderate,4.3,3,Length: 1.4 kmEst. 23m,"Once you cross the rolling green grasslands of the East Khasi hills to reach a thicket of trees and ferns, there is a huge wooded area called Mawphlang (mossy stone) preserved by the Khasi tribe, is a forest that is both ancient and sacred. It has been revered by the people since time immemorial. The sacred grove stands tall and thick amidst open, flat grasslands. Somewhere in the background, is the gurgle of a stream furiously jumping over stones and roots. The trees are heavily loaded with...","Bird watching, Hiking, Forest, Views, Wildflowers, Wildlife, Historic site, Rocky",86.0,25.5131454,91.7595923,22.6,4.3,355.0,3.0,1.4,Mawphlang,Meghalaya,India,All Year,"['bird watching', 'hiking', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site', 'rocky']"
Tangana Halli Gundu Kallu Betta,Hard,5.0,2,Length: 5.8 km,"This is a beautiful trail that lies in Tumakuru and takes one atop the hill that lies within a field of spectacular green landscapes. Along with the green landscapes, this location is known for its healthy rock outcrop, which can be observed here. Along with the amazing landscapes, this location is known for its diverse flora and fauna. 
Trailhead, which lies by Doddapalanahalli, can be reached via various different modes of transport such as buses, taxis, cabs, or private vehicles.","Bird watching, Hiking, Walking, Forest, Views, Wildflowers, Wildlife, Scramble, Rocky",90.16213657,13.5215422,77.2358911,23.9,18.7,259.0,3.0,5.8,Koratagere,Karnataka,India,October - February,"['bird watching', 'hiking', 'walking', 'forest', 'views', 'wildflowers', 'wildlife', 'scramble', 'rocky']"
Table Land Panchgani,Moderate,4.6,2,Length: 5.1 kmEst. 1h 26m,"Tabletop or Table Land or also known as the Asia Plateau, is the second largest plateau in Asia after the Tibetan Plateau. Spectacular views are on offer at the top, with a number of activities for the visitors. There aren't any trees or vegetation as such on the top, but the surrounding regions are lush green.
Trailhead for this particular trail lies by the Silverdale High School, which is right by the main highway and can be reached via various different transports such as buses, taxis,...","Bird watching, Hiking, Walking, Lake, Views, No shade",72.69139559,17.9239543,73.7992681,21.5,7.4,256.0,3.0,5.1,Panchgani,Maharashtra,India,October - February,"['bird watching', 'hiking', 'walking', 'lake', 'views', 'no shade']"
Rachenahalli Lake,Easy,4.0,2,Length: 3.5 kmEst. 40m,"Rachenahalli is one of the 200 lakes in the city of Bangalore. Beautiful visual elements such as the lake, an amazing garden area, and the backdrops of the cityscapes make up the landscapes of this location which are a treat, especially during sunsets and sunrises. Many of the people visit this location then be it to enjoy a change of scenery or just to enjoy a walk, jog, or run. 
The trailhead for this particular trail lies by Sriramapura Cross Bus Stop, which can be reached by bus, and...","Running, Walking, Lake, Views",159.0,12.9881567,77.6226,22.8,16.4,255.0,3.0,3.5,Bangalore,Karnataka,India,October - February,"['running', 'walking', 'lake', 'views']"
Sabaramati Riverfront West Side,Moderate,5.0,1,Length: 11.9 kmEst. 2h 39m,"This is one of the pathways that run alongside the Sabarmati river in Ahmedabad. Cool winds and amazing views can be seen over here, especially during the sunsets and sunrises. The walk alongside the river is amazing providing serenity and tranquility and a sense of peace and calm is just unmatched. These pathways run on both east and west side of the river. This is the west side of the river.","Bird watching, Hiking, Running, Walking, Kid friendly, Partially paved, River, Views, City walk",356.1056383,23.0215374,72.5800568,27.7,7.1,255.0,80.0,11.9,Ahmedabad,Gujarat,India,All Year,"['bird watching', 'hiking', 'running', 'walking', 'kid friendly', 'partially paved', 'river', 'views', 'city walk']"
Rohidas via Junnar Darwaza Trail,Moderate,5.0,2,Length: 10.9 kmEst. 3h 54m,"Rohidas trail, a less explored trail connecting Makad Naal and the Taramati Traverse.n The post-monsoon months of October to December are ideal for trekking to Harishchandragad as the rain-fed greenery that surrounds the region will look absolutely stunning. The different structures on the fort and in the surrounding area indicate the existence of different cultures here. The monsoon months of June to October will also be spectacular to see the hill fort but it could be difficult and...","Bird watching, Hiking, Forest, Views, Wildflowers, Wildlife, Historic site, Rocky",109.574071,19.2094471,73.8771937,23.6,11.8,290.0,3.0,10.9,Junnar,Maharashtra,India,October - February,"['bird watching', 'hiking', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site', 'rocky']"
Dhankar Tso,Hard,5.0,1,Length: 4.5 km,"Dhankar Tso, also known as the Dhankar Gompa, is a Buddhist temple in the Dhankar region of Lahaul Spiti valley. It lies between the two major cities of Tabo and Kaza. Dhankar or Dhangkar means ""fort hill"". Like other major monasteries in the region, this monastery was built as a fort. The old fort used to house 90 monks, while the new gompa, built just below it, can accommodate almost 150 monks.
In 2006, the World Monument Funds named this place one of the world's most endangered places....","Bird watching, Hiking, Walking, Forest, Lake, Views, Wildlife, Scramble",227.986871,32.2243837,78.0722634,15.1,3.8,107.0,61.0,4.5,Kaza,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'hiking', 'walking', 'forest', 'lake', 'views', 'wildlife', 'scramble']"
Ponkunnu Hills Viewpoint,Moderate,5.0,2,Length: 3.9 km,"This is one of the viewpoints in the vicinity of Kozhikode in Kerala. Excellent verdant green environments make up the surroundings of this location that are not only green but highly biodiverse as well with many different species of animals, birds, and plants to explore and observe. 
Amazing views of the landscapes can be observed from the vantage point of the rolling green hills, especially with the hovering clouds and spectacular colors, during sunsets and sunrises with the orange light...","Bird watching, Hiking, Walking, Forest, Views, Wildlife, Scramble",241.5752251,11.2450558,75.7754716,24.9,5.8,277.0,80.0,3.9,Kozhikode,Kerala,India,September - March,"['bird watching', 'hiking', 'walking', 'forest', 'views', 'wildlife', 'scramble']"
Fateh Sagar Lake Cycling,Moderate,4.9,8,Length: 10.6 km,"This is a delightful cycling trail in Udaipur, around one of the city's largest lakes, Fateh Sagar. This artificial lake was developed in 1687 by Maharana Jai Singh. However, due to some problems with the dam holding the water, it was renovated and then fixed by Maharana Fateh Singh in 1889, which led to the renaming of the lake to Fateh Sagar Lake. 
Nevertheless, this is an amazing trail that takes one around the lake through mostly paved roads that have an occasional pothole or two, but...","Road biking, Paved, Lake, Views, No shade",113.4564579,24.578721,73.6862571,27.2,4.7,261.0,2.0,10.6,Udaipur,Rajasthan,India,All Year,"['road biking', 'paved', 'lake', 'views', 'no shade']"
Aarshan Valley,Hard,4.8,3,Length: 11.3 km,"Aarshan Valley is a beautiful remote valley in the Jammu and Kashmir region that is waiting to be explored. This trail begins from National Highway 244 between Parry's Point and Sinthan Point and takes one to the scenic mounts of Jammu and Kashmir. 

Aarshan Valley is verdant green with wide open meadows and three amazing alpine lakes. Along with the spectacular green environments, this location also houses many different species of animals, birds, and plants. 

Trailhead, which lies by the...","Bird watching, Hiking, Snowshoeing, Lake, River, Views, Wildflowers, Wildlife, Scramble, Snow",79.0,33.5872252,75.3012493,21.2,3.6,37.0,3.0,11.3,Kokernag,Jammu and Kashmir,India,May - October,"['bird watching', 'hiking', 'snowshoeing', 'lake', 'river', 'views', 'wildflowers', 'wildlife', 'scramble', 'snow']"
Chapora Fort - Vagator Beach,Easy,4.3,3,Length: 4.7 kmEst. 58m,"Chapora Fort is one of the most famous forts in Goa, thanks to the 2001 Aamir Khan starer Dil Chahta Hai, although it is not only because of the movie but for a matter of fact the amazing views that this region provides, attracts everyone to this location and can also be considered as one of the best locations for enjoying a sunset. 

Chapora Fort was developed by Adil Shah of Bijapur and was renovated in the 17th century by the Portuguese. Chapora comes from the word ""Shapura,"" which means...","Hiking, Running, Walking, Beach, Views, Historic site",212.4573235,15.5926511,73.8119741,26.5,18.7,268.0,95.0,4.7,Mapusa,Goa,India,November - February,"['hiking', 'running', 'walking', 'beach', 'views', 'historic site']"
NohKalikai - Kali Waterfall,Moderate,4.6,3,Length: 2.9 kmEst. 1h 19m,"Tagged as the wettest place on Earth, Cherrapunji is full of waterfalls. On this trail, one goes through the NohKalikai and the Kali waterfalls. Although one of them has an unfortunate story associated with it, the sheer beauty related to both is sensational. NohKalikai, the first waterfall on our journey, is also the tallest plunge waterfall in India. 

NohKalikai is named after a woman named Likai. Her husband died, leaving her and his little infant fatherless. Likai remarried as she saw it...","Bird watching, Hiking, Walking, Kid friendly, Forest, River, Views, Waterfall, Wildflowers, Historic site",581.2840776,25.2648821,91.718957,24.2,7.3,191.0,80.0,2.9,Shella Bholaganj,Meghalaya,India,All Year,"['bird watching', 'hiking', 'walking', 'kid friendly', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'historic site']"
